data,type,rate,amount,total
2019-05-05 04:07:16,buy,5735.22,0.0027,15.485094
2019-05-05 04:07:16,buy,5723.1,0.4354,2491.83774
2019-05-05 04:08:03,sell,5744.54,0.2354,1352.264716
2019-05-05 04:08:07,sell,5744.53,0.1444,829.510132
2019-05-05 04:08:07,buy,5744.54,0.3842,2207.052268
2019-05-05 04:08:09,sell,5733.05,0.0066,37.83813
2019-05-05 04:08:19,sell,5738.85,0.01,57.3885
2019-05-05 04:08:19,sell,5744.6,0.29,1665.934
2019-05-05 04:08:30,sell,5743.78,0.0929,533.597162
2019-05-05 04:08:31,sell,5743.77,0.05,287.1885
2019-05-05 04:08:31,sell,5743.78,0.2981,1712.220818
2019-05-05 04:08:32,buy,5743.78,0.0429,246.408162
2019-05-05 04:08:48,sell,5744.49,0.1,574.449
2019-05-05 04:09:15,buy,5731.01,0.0171,98.000271
2019-05-05 04:09:31,buy,5731.01,0.011,63.04111
2019-05-05 04:09:52,sell,5740.07,0.0159,91.267113
2019-05-05 04:10:21,buy,5731.01,0.0097,55.590797
2019-05-05 04:10:33,buy,5731.02,0.0049,28.081998
2019-05-05 04:10:53,buy,5731.04,0.3,1719.312
2019-05-05 04:10:53,buy,5731.02,0.0001,0.573102
2019-05-05 04:10:53,buy,5731.02,0.725,4154.9895
2019-05-05 04:10:53,buy,5731.01,0.0124,71.064524
2019-05-05 04:10:53,buy,5731,0.1067,611.4977
2019-05-05 04:10:53,buy,5731,0.3143,1801.2533
2019-05-05 04:11:24,sell,5738.35,0.007,40.16845
2019-05-05 04:11:30,buy,5731.07,0.069,395.44383
2019-05-05 04:11:53,sell,5744.5,0.0074,42.5093
2019-05-05 04:12:10,buy,5734.94,0.0172,98.640968
2019-05-05 04:12:30,sell,5748.95,0.0016,9.19832
2019-05-05 04:12:45,buy,5748.94,0.0339,194.889066
2019-05-05 04:12:46,buy,5748.94,0.01,57.4894
2019-05-05 04:12:47,buy,5748.94,0.0076,43.691944
2019-05-05 04:12:50,sell,5748.92,0.1914,1100.343288
2019-05-05 04:13:14,sell,5748.89,0.0348,200.061372
2019-05-05 04:13:50,buy,5738.89,0.0343,196.843927
2019-05-05 04:13:52,sell,5748.7,0.0473,271.91351
2019-05-05 04:13:52,sell,5748.7,0.0115,66.11005
2019-05-05 04:14:12,sell,5748.68,0.007,40.24076
2019-05-05 04:14:27,sell,5742.95,0.0046,26.41757
2019-05-05 04:14:36,sell,5748.7,0.0167,96.00329
2019-05-05 04:14:42,sell,5748.7,0.004,22.9948
2019-05-05 04:15:06,sell,5748.7,0.1546,888.74902
2019-05-05 04:15:06,sell,5748.96,0.0095,54.61512
2019-05-05 04:15:23,sell,5748.96,0.00000000,0
2019-05-05 04:15:26,sell,5750,0.1136,653.2
2019-05-05 04:15:42,sell,5755.82,0.3651,2101.449882
2019-05-05 04:16:15,sell,5750.48,0.0039,22.426872
2019-05-05 04:16:20,sell,5750.48,0.0045,25.87716
2019-05-05 04:16:24,buy,5750.48,0.0136,78.206528
2019-05-05 04:16:28,buy,5750.48,0.0001,0.575048
2019-05-05 04:16:28,buy,5750.48,0.0085,48.87908
2019-05-05 04:16:31,buy,5750.48,0.0073,41.978504
2019-05-05 04:16:37,sell,5755.76,0.05,287.788
2019-05-05 04:16:37,sell,5755.77,0.1096,630.832392
2019-05-05 04:16:37,buy,5750.48,0.5156,2964.947488
2019-05-05 04:16:54,buy,5746.58,0.0451,259.170758
2019-05-05 04:17:10,sell,5754.92,0.018,103.58856
2019-05-05 04:17:18,buy,5746.58,0.0199,114.356942
2019-05-05 04:18:37,buy,5746.62,0.0125,71.83275
2019-05-05 04:18:40,buy,5746.61,0.0736,422.950496
2019-05-05 04:18:40,buy,5746.59,0.0109,62.637831
2019-05-05 04:18:47,buy,5746.59,0.0001,0.574659
2019-05-05 04:18:47,buy,5744.29,0.0451,259.067479
2019-05-05 04:19:04,buy,5741.4,0.0208,119.42112
2019-05-05 04:19:04,buy,5741.4,0.0631,362.28234
2019-05-05 04:20:25,buy,5750.54,0.0002,1.150108
2019-05-05 04:20:26,buy,5750.54,0.0017,9.775918
2019-05-05 04:20:27,buy,5750.54,0.0051,29.327754
2019-05-05 04:20:28,buy,5750.54,0.0037,21.276998
2019-05-05 04:20:28,buy,5750.54,0.0002,1.150108
2019-05-05 04:20:28,buy,5750.54,0.0028,16.101512
2019-05-05 04:20:32,buy,5741.4,0.005,28.707
2019-05-05 04:20:36,sell,5744.79,0.001,5.74479
2019-05-05 04:20:43,buy,5741.4,0.012,68.8968
2019-05-05 04:20:43,buy,5741,0.0736,422.5376
2019-05-05 04:20:43,buy,5740.06,0.5796,3326.938776
2019-05-05 04:21:04,buy,5739.13,0.0028,16.069564
2019-05-05 04:21:22,sell,5740,0.002,11.48
2019-05-05 04:21:43,buy,5740,0.0016,9.184
2019-05-05 04:21:47,buy,5740,0.0027,15.498
2019-05-05 04:23:05,buy,5740,0.0001,0.574
2019-05-05 04:23:05,buy,5739.13,0.0851,488.399963
2019-05-05 04:23:18,sell,5744.79,0.00000000,0
2019-05-05 04:23:32,sell,5744.8,0.0026,14.93648
2019-05-05 04:24:14,sell,5750.55,0.013,74.75715
2019-05-05 04:24:14,sell,5750.58,0.002,11.50116
2019-05-05 04:25:00,sell,5754.8,0.0015,8.6322
2019-05-05 04:25:21,buy,5750.02,0.004,23.00008
2019-05-05 04:25:23,buy,5750.02,0.0006,3.450012
2019-05-05 04:25:27,sell,5754.81,0.0054,31.075974
2019-05-05 04:25:31,buy,5752,0.0096,55.2192
2019-05-05 04:25:35,sell,5755.83,0.0006,3.453498
2019-05-05 04:25:43,buy,5752,0.1504,865.1008
2019-05-05 04:25:43,buy,5750.21,0.005,28.75105
2019-05-05 04:25:43,buy,5750.02,0.0048,27.600096
2019-05-05 04:25:43,buy,5750,0.0611,351.325
2019-05-05 04:26:11,buy,5750.01,0.05,287.5005
2019-05-05 04:26:11,buy,5750,0.0196,112.7
2019-05-05 04:26:14,sell,5755.86,0.003,17.26758
2019-05-05 04:26:56,sell,5756.47,0.0014,8.059058
2019-05-05 04:27:12,sell,5762.23,0.1743,1004.356689
2019-05-05 04:27:38,sell,5762.25,0.0026,14.98185
2019-05-05 04:27:42,buy,5762.25,0.002,11.5245
2019-05-05 04:27:51,sell,5766.64,0.05,288.332
2019-05-05 04:27:51,sell,5766.65,0.25,1441.6625
2019-05-05 04:28:05,sell,5766.67,0.005,28.83335
2019-05-05 04:28:05,sell,5767.42,0.002,11.53484
2019-05-05 04:28:05,sell,5768.79,0.5397,3113.415963
2019-05-05 04:29:12,buy,5762.25,0.4621,2662.735725
2019-05-05 04:29:15,sell,5767.11,0.12,692.0532
2019-05-05 04:29:35,buy,5762.25,0.1522,877.01445
2019-05-05 04:29:35,buy,5762.25,0.0001,0.576225
2019-05-05 04:29:46,sell,5761.29,0.0002,1.152258
2019-05-05 04:29:53,sell,5761.29,0.0015,8.641935
2019-05-05 04:29:58,buy,5759.78,0.009,51.83802
2019-05-05 04:30:22,buy,5752.31,0.0329,189.250999
2019-05-05 04:30:25,sell,5759.78,0.0037,21.311186
2019-05-05 04:30:25,sell,5759.78,0.0015,8.63967
2019-05-05 04:32:27,buy,5756.23,0.742,4271.12266
2019-05-05 04:32:27,buy,5756.23,0.5663,3259.753049
2019-05-05 04:32:27,buy,5756.22,0.0036,20.722392
2019-05-05 04:32:27,buy,5756.17,0.0621,357.458157
2019-05-05 04:32:27,sell,5756.05,0.0107,61.589735
2019-05-05 04:32:28,sell,5756.05,0.2938,1691.12749
2019-05-05 04:32:38,sell,5759.23,0.0017,9.790691
2019-05-05 04:32:52,buy,5757.02,0.05,287.851
2019-05-05 04:32:52,buy,5757.01,0.0754,434.078554
2019-05-05 04:33:09,sell,5765,0.1593,918.3645
2019-05-05 04:33:14,sell,5768.7,0.15,865.305
2019-05-05 04:33:33,sell,5768.77,0.002,11.53754
2019-05-05 04:33:33,sell,5768.77,0.2282,1316.433314
2019-05-05 04:33:57,buy,5765.02,0.0055,31.70761
2019-05-05 04:34:23,sell,5770.86,0.003,17.31258
2019-05-05 04:34:23,sell,5779.68,0.507,2930.29776
2019-05-05 04:34:23,sell,5779.69,0.0721,416.715649
2019-05-05 04:34:23,sell,5780,0.0023,13.294
2019-05-05 04:34:36,sell,5779.95,0.381,2202.16095
2019-05-05 04:34:36,sell,5779.96,0.2034,1175.643864
2019-05-05 04:34:46,buy,5768.86,0.0143,82.494698
2019-05-05 04:35:04,sell,5777.33,0.0338,195.273754
2019-05-05 04:35:31,buy,5768.86,0.0256,147.682816
2019-05-05 04:35:53,buy,5769.11,0.0604,348.454244
2019-05-05 04:35:54,sell,5770.21,0.05,288.5105
2019-05-05 04:35:54,sell,5770.22,0.0023,13.271506
2019-05-05 04:35:54,sell,5773.43,0.0067,38.681981
2019-05-05 04:36:06,buy,5769.11,0.0001,0.576911
2019-05-05 04:36:06,buy,5766.23,0.0023,13.262329
2019-05-05 04:36:38,buy,5770.01,0.0007,4.039007
2019-05-05 04:36:49,buy,5770.01,0.0211,121.747211
2019-05-05 04:37:05,buy,5770.01,0.0039,22.503039
2019-05-05 04:37:26,buy,5770,0.0969,559.113
2019-05-05 04:37:31,sell,5770,0.0019,10.963
2019-05-05 04:37:36,buy,5770.01,0.0009,5.193009
2019-05-05 04:37:55,buy,5770.02,0.0004,2.308008
2019-05-05 04:38:12,buy,5770.02,0.0037,21.349074
2019-05-05 04:38:34,buy,5770.03,0.0023,13.271069
2019-05-05 04:38:43,sell,5773.19,0.0014,8.082466
2019-05-05 04:38:45,buy,5770.03,0.2719,1568.871157
2019-05-05 04:38:45,buy,5770.03,0.315,1817.55945
2019-05-05 04:38:46,buy,5770.03,0.0108,62.316324
2019-05-05 04:38:46,buy,5770.02,0.0146,84.242292
2019-05-05 04:38:54,buy,5770.02,0.0216,124.632432
2019-05-05 04:39:03,buy,5770.02,0.0303,174.831606
2019-05-05 04:39:06,buy,5770.02,0.0294,169.638588
2019-05-05 04:39:06,buy,5770,0.1028,593.156
2019-05-05 04:39:06,buy,5770,0.7927,4573.879
2019-05-05 04:39:29,buy,5770,0.0001,0.577
2019-05-05 04:39:29,buy,5768.05,0.004,23.0722
2019-05-05 04:40:06,buy,5759.99,0.0083,47.807917
2019-05-05 04:40:50,sell,5759.98,0.002,11.51996
2019-05-05 04:42:50,sell,5766.22,0.0026,14.992172
2019-05-05 04:42:51,sell,5772.05,0.0087,50.216835
2019-05-05 04:42:56,sell,5772.03,0.0087,50.216661
2019-05-05 04:42:57,sell,5772.03,0.0004,2.308812
2019-05-05 04:43:24,sell,5772.05,0.0461,266.091505
2019-05-05 04:43:30,buy,5766.35,0.003,17.29905
2019-05-05 04:43:30,buy,5766.36,0.0066,38.057976
2019-05-05 04:43:31,buy,5766.36,0.0089,51.320604
2019-05-05 04:44:25,buy,5766.74,0.0014,8.073436
2019-05-05 04:45:10,buy,5766.95,0.0002,1.15339
2019-05-05 04:46:16,buy,5767.14,0.0026,14.994564
2019-05-05 04:46:42,buy,5767.2,0.0005,2.8836
2019-05-05 04:46:42,buy,5767.19,0.0033,19.031727
2019-05-05 04:46:42,buy,5767.16,0.0033,19.031628
2019-05-05 04:46:42,buy,5767.04,0.0007,4.036928
2019-05-05 04:47:10,sell,5771.98,0.0057,32.900286
2019-05-05 04:47:18,sell,5772,0.0055,31.746
2019-05-05 04:47:18,buy,5767.05,0.0008,4.61364
2019-05-05 04:47:28,sell,5772,0.005,28.86
2019-05-05 04:47:29,sell,5772,0.0047,27.1284
2019-05-05 04:47:37,sell,5771.98,0.01,57.7198
2019-05-05 04:48:01,buy,5767.05,0.0007,4.036935
2019-05-05 04:48:02,buy,5767.07,0.0023,13.264261
2019-05-05 04:48:02,buy,5767.05,0.0039,22.491495
2019-05-05 04:48:02,buy,5767.04,0.0003,1.730112
2019-05-05 04:48:02,buy,5767,0.019,109.573
2019-05-05 04:48:18,buy,5767.01,0.0017,9.803917
2019-05-05 04:48:18,buy,5767,0.0609,351.2103
2019-05-05 04:48:21,buy,5767.02,0.0013,7.497126
2019-05-05 04:48:21,buy,5767,0.0477,275.0859
2019-05-05 04:48:38,buy,5767.01,0.001,5.76701
2019-05-05 04:48:38,buy,5767,0.0724,417.5308
2019-05-05 04:48:38,buy,5767,0.0313,180.5071
2019-05-05 04:48:38,buy,5767,0.0087,50.1729
2019-05-05 04:48:38,buy,5766.97,0.1867,1076.693299
2019-05-05 04:48:42,buy,5767.02,0.0007,4.036914
2019-05-05 04:48:42,buy,5766.97,0.022,126.87334
2019-05-05 04:48:42,buy,5766.97,0.033,190.31001
2019-05-05 04:48:42,buy,5766.95,0.1721,992.492095
2019-05-05 04:48:43,buy,5766.95,0.0467,269.316565
2019-05-05 04:49:03,buy,5766.95,0.232,1337.9324
2019-05-05 04:49:14,buy,5766.95,0.2228,1284.87646
2019-05-05 04:49:16,buy,5766.95,0.0509,293.537755
2019-05-05 04:49:32,buy,5766.95,0.055,317.18225
2019-05-05 04:50:13,buy,5766.95,0.0011,6.343645
2019-05-05 04:50:55,buy,5771.97,0.01,57.7197
2019-05-05 04:51:00,buy,5771.97,0.0733,423.085401
2019-05-05 04:51:48,sell,5771.98,0.1659,957.571482
2019-05-05 04:51:51,sell,5772.05,0.2522,1455.71101
2019-05-05 04:51:54,sell,5773.22,0.0614,354.475708
2019-05-05 04:52:09,sell,5779,1.0001,5779.5779
2019-05-05 04:52:31,buy,5772.02,0.0027,15.584454
2019-05-05 04:52:31,buy,5772.02,0.0062,35.786524
2019-05-05 04:52:36,sell,5779,3,17337
2019-05-05 04:52:47,sell,5779,0.87,5027.73
2019-05-05 04:52:49,sell,5779,0.1131,653.6049
2019-05-05 04:52:50,sell,5779,0.0869,502.1951
2019-05-05 04:53:01,sell,5773.91,0.0039,22.518249
2019-05-05 04:53:04,sell,5773.91,0.0061,35.220851
2019-05-05 04:53:05,buy,5775,0.0012,6.93
2019-05-05 04:54:01,sell,5779,0.7786,4499.5294
2019-05-05 04:54:51,buy,5779,0.0051,29.4729
2019-05-05 04:54:58,buy,5779,0.252,1456.308
2019-05-05 04:54:59,buy,5775,0.1737,1003.1175
2019-05-05 04:54:59,buy,5775,0.0156,90.09
2019-05-05 04:54:59,buy,5775,0.1107,639.2925
2019-05-05 04:55:06,buy,5775,0.0023,13.2825
2019-05-05 04:55:35,sell,5779,0.0018,10.4022
2019-05-05 04:55:57,buy,5775.01,0.0034,19.635034
2019-05-05 04:57:59,buy,5776,0.1989,1148.8464
2019-05-05 04:58:49,buy,5777,0.0022,12.7094
2019-05-05 04:58:49,buy,5777,0.1101,636.0477
2019-05-05 04:59:02,buy,5777,0.0314,181.3978
2019-05-05 04:59:05,sell,5777.87,0.05,288.8935
2019-05-05 04:59:13,buy,5777,0.0205,118.4285
2019-05-05 04:59:16,buy,5777,0.05,288.85
2019-05-05 04:59:18,sell,5777.89,0.0006,3.466734
2019-05-05 04:59:19,buy,5777,0.008,46.216
2019-05-05 04:59:22,buy,5777,0.0014,8.0878
2019-05-05 04:59:22,buy,5777,0.1764,1019.0628
2019-05-05 04:59:22,buy,5775.02,0.001,5.77502
2019-05-05 04:59:22,buy,5775.01,0.0003,1.732503
2019-05-05 04:59:25,sell,5777.89,0.4511,2606.406179
2019-05-05 05:00:10,sell,5777.78,0.0173,99.955594
2019-05-05 05:00:29,sell,5777.7,0.1946,1124.34042
2019-05-05 05:00:30,buy,5775.01,0.0053,30.607553
2019-05-05 05:00:40,buy,5775.01,0.0018,10.395018
2019-05-05 05:01:14,sell,5777.7,0.1,577.77
2019-05-05 05:01:34,buy,5775.01,0.003,17.32503
2019-05-05 05:01:47,buy,5775.02,0.002,11.55004
2019-05-05 05:02:36,buy,5775.03,0.0102,58.905306
2019-05-05 05:02:36,buy,5775.02,0.0124,71.610248
2019-05-05 05:02:41,buy,5775.02,0.0074,42.735148
2019-05-05 05:02:42,buy,5775.02,0.0005,2.88751
2019-05-05 05:02:45,buy,5775.03,0.0003,1.732509
2019-05-05 05:02:45,buy,5775.02,0.0111,64.102722
2019-05-05 05:02:51,buy,5775.02,0.0098,56.595196
2019-05-05 05:02:55,buy,5775.02,0.0079,45.622658
2019-05-05 05:03:01,buy,5775.02,0.0005,2.88751
2019-05-05 05:03:02,sell,5777.98,0.0172,99.381256
2019-05-05 05:03:20,buy,5775.02,0.4427,2556.601354
2019-05-05 05:03:24,buy,5775.02,0.00000000,0
2019-05-05 05:03:24,buy,5775.01,0.0269,155.347769
2019-05-05 05:04:19,sell,5777.6,0.0603,348.38928
2019-05-05 05:04:19,sell,5778,0.0146,84.3588
2019-05-05 05:04:19,sell,5779.41,0.0476,275.099916
2019-05-05 05:04:33,sell,5779.41,0.2251,1300.945191
2019-05-05 05:04:36,sell,5780,0.198,1144.44
2019-05-05 05:04:36,sell,5780,0.005,28.9
2019-05-05 05:04:46,buy,5776.41,0.0023,13.285743
2019-05-05 05:05:05,buy,5776.44,0.0033,19.062252
2019-05-05 05:05:06,buy,5776.44,0.0026,15.018744
2019-05-05 05:05:07,sell,5780.86,0.003,17.34258
2019-05-05 05:05:07,sell,5780.86,0.003,17.34258
2019-05-05 05:06:07,buy,5780.86,0.0069,39.887934
2019-05-05 05:06:40,buy,5782.87,0.1194,690.474678
2019-05-05 05:06:40,buy,5782.86,0.8999,5203.995714
2019-05-05 05:06:55,buy,5782.86,0.0001,0.578286
2019-05-05 05:07:05,buy,5780.87,0.2422,1400.126714
2019-05-05 05:07:05,buy,5780.87,0.0578,334.134286
2019-05-05 05:07:19,buy,5780.87,0.0288,166.489056
2019-05-05 05:07:19,buy,5780.86,0.7516,4344.894376
2019-05-05 05:07:40,buy,5780.87,0.0112,64.745744
2019-05-05 05:07:43,buy,5780.87,0.0017,9.827479
2019-05-05 05:07:44,buy,5780.87,0.3,1734.261
2019-05-05 05:07:59,buy,5780.87,0.9722,5620.161814
2019-05-05 05:07:59,buy,5780.86,0.1752,1012.806672
2019-05-05 05:07:59,buy,5780.86,0.792,4578.44112
2019-05-05 05:08:04,buy,5778.62,0.006,34.67172
2019-05-05 05:08:04,buy,5778.3,0.02,115.566
2019-05-05 05:08:23,buy,5778.3,0.1935,1118.10105
2019-05-05 05:08:23,buy,5776.5,0.1048,605.3772
2019-05-05 05:08:33,buy,5776.5,0.0019,10.97535
2019-05-05 05:08:52,buy,5776.5,0.0011,6.35415
2019-05-05 05:09:00,buy,5776.5,1.5999,9241.82235
2019-05-05 05:09:33,buy,5776.5,0.0035,20.21775
2019-05-05 05:09:56,buy,5776.5,0.05,288.825
2019-05-05 05:10:41,buy,5776.5,0.1025,592.09125
2019-05-05 05:10:42,buy,5776.5,0.0051,29.46015
2019-05-05 05:10:50,buy,5776.5,0.6836,3948.8154
2019-05-05 05:10:55,buy,5776.5,0.3,1732.95
2019-05-05 05:10:56,buy,5776.5,0.0265,153.07725
2019-05-05 05:10:56,buy,5776.5,0.3541,2045.45865
2019-05-05 05:11:25,buy,5774.32,0.0878,506.985296
2019-05-05 05:12:19,buy,5771.98,0.0096,55.411008
2019-05-05 05:12:19,buy,5771.97,0.0032,18.470304
2019-05-05 05:12:21,buy,5771.97,0.0027,15.584319
2019-05-05 05:12:22,buy,5771.97,0.0084,48.484548
2019-05-05 05:12:31,buy,5771.98,1.16,6695.4968
2019-05-05 05:12:34,buy,5771.98,0.1193,688.597214
2019-05-05 05:12:34,buy,5771.98,1.2857,7421.034686
2019-05-05 05:12:34,buy,5771.97,0.0024,13.852728
2019-05-05 05:12:58,sell,5771.89,0.131,756.11759
2019-05-05 05:13:09,sell,5771.89,0.3,1731.567
2019-05-05 05:13:19,buy,5772,0.2206,1273.3032
2019-05-05 05:14:38,sell,5765.69,0.0035,20.179915
2019-05-05 05:15:22,buy,5765.69,0.04,230.6276
2019-05-05 05:15:25,buy,5765.69,0.006,34.59414
2019-05-05 05:15:27,buy,5765.69,0.006,34.59414
2019-05-05 05:15:43,buy,5765.69,1.15,6630.5435
2019-05-05 05:15:46,buy,5765.69,0.2203,1270.181507
2019-05-05 05:15:46,buy,5765.69,1.19,6861.1711
2019-05-05 05:15:46,buy,5765.69,1.1463,6609.210447
2019-05-05 05:15:50,sell,5770.29,0.0002,1.154058
2019-05-05 05:16:10,buy,5765.69,0.0173,99.746437
2019-05-05 05:16:38,buy,5767,0.002,11.534
2019-05-05 05:16:38,buy,5765.69,0.0134,77.260246
2019-05-05 05:17:48,sell,5771.27,0.2895,1670.782665
2019-05-05 05:17:48,sell,5772.06,0.009,51.94854
2019-05-05 05:17:48,sell,5774.32,0.1942,1121.372944
2019-05-05 05:17:57,buy,5775.47,0.6027,3480.875769
2019-05-05 05:18:18,buy,5775.47,0.6911,3991.427317
2019-05-05 05:18:24,buy,5775.47,0.0032,18.481504
2019-05-05 05:18:32,sell,5776.49,0.1225,707.620025
2019-05-05 05:18:44,buy,5776.49,0.0092,53.143708
2019-05-05 05:18:44,buy,5775.47,0.0555,320.538585
2019-05-05 05:18:44,buy,5775.47,0.0085,49.091495
2019-05-05 05:18:44,buy,5775.47,0.0393,226.975971
2019-05-05 05:19:36,buy,5775.47,0.1069,617.397743
2019-05-05 05:19:39,buy,5775.47,0.0001,0.577547
2019-05-05 05:19:51,sell,5770.72,0.0112,64.632064
2019-05-05 05:20:01,buy,5775.47,0.2505,1446.755235
2019-05-05 05:20:19,sell,5775.47,0.039,225.24333
2019-05-05 05:20:33,buy,5775.47,0.01,57.7547
2019-05-05 05:20:39,buy,5775.47,0.0514,296.859158
2019-05-05 05:22:34,sell,5776.5,0.04,231.06
2019-05-05 05:22:35,buy,5775.48,0.0006,3.465288
2019-05-05 05:22:35,buy,5775.47,0.042,242.56974
2019-05-05 05:22:37,buy,5775.49,0.0004,2.310196
2019-05-05 05:22:37,buy,5775.47,0.0069,39.850743
2019-05-05 05:23:17,buy,5775.48,0.0004,2.310192
2019-05-05 05:23:17,buy,5775.47,0.5196,3000.934212
2019-05-05 05:24:52,sell,5780.8,0.002,11.5616
2019-05-05 05:24:52,sell,5780.8,0.0575,332.396
2019-05-05 05:24:53,sell,5780.8,0.1405,812.2024
2019-05-05 05:25:17,sell,5780.8,0.0672,388.46976
2019-05-05 05:25:44,sell,5784.42,0.0059,34.128078
2019-05-05 05:25:44,sell,5787.7,0.02,115.754
2019-05-05 05:26:16,sell,5786.84,0.0148,85.645232
2019-05-05 05:28:11,sell,5786.83,0.077,445.58591
2019-05-05 05:28:21,buy,5782.8,0.0028,16.19184
2019-05-05 05:28:21,buy,5780.81,0.004,23.12324
2019-05-05 05:28:21,buy,5780.8,0.0712,411.59296
2019-05-05 05:28:42,buy,5779.86,0.0031,17.917566
2019-05-05 05:28:56,sell,5780.8,0.0661,382.11088
2019-05-05 05:30:11,sell,5780.8,0.0016,9.24928
2019-05-05 05:30:32,buy,5780.8,0.0027,15.60816
2019-05-05 05:30:33,buy,5780.8,0.0027,15.60816
2019-05-05 05:31:44,sell,5781.01,0.0017,9.827717
2019-05-05 05:31:44,sell,5786.8,0.0426,246.51768
2019-05-05 05:34:31,buy,5780.84,0.009,52.02756
2019-05-05 05:34:31,buy,5780,0.05,289
2019-05-05 05:34:43,buy,5775.47,0.1126,650.317922
2019-05-05 05:34:44,buy,5775.47,0.001,5.77547
2019-05-05 05:34:48,sell,5780,0.052,300.56
2019-05-05 05:34:53,buy,5775.47,0.0831,479.941557
2019-05-05 05:34:53,buy,5774,0.271,1564.754
2019-05-05 05:35:12,buy,5774.02,0.0038,21.941276
2019-05-05 05:35:16,buy,5774,0.2832,1635.1968
2019-05-05 05:36:06,buy,5774,0.0005,2.887
2019-05-05 05:36:10,buy,5779.99,0.0004,2.311996
2019-05-05 05:36:16,buy,5774,0.004,23.096
2019-05-05 05:37:03,buy,5774,0.0587,338.9338
2019-05-05 05:37:03,buy,5774,0.01,57.74
2019-05-05 05:37:03,buy,5774,0.0467,269.6458
2019-05-05 05:37:26,sell,5774,0.0535,308.909
2019-05-05 05:37:27,buy,5774,0.0049,28.2926
2019-05-05 05:38:47,buy,5774.14,0.2789,1610.407646
2019-05-05 05:39:01,buy,5774.14,0.1043,602.242802
2019-05-05 05:39:13,buy,5774.13,0.0008,4.619304
2019-05-05 05:39:14,buy,5774.13,0.0007,4.041891
2019-05-05 05:40:46,sell,5775.21,0.0017,9.817857
2019-05-05 05:41:12,sell,5781,0.0388,224.3028
2019-05-05 05:41:12,sell,5781,0.1612,931.8972
2019-05-05 05:41:17,sell,5781,0.3,1734.3
2019-05-05 05:41:21,sell,5781,0.0903,522.0243
2019-05-05 05:41:45,sell,5781,0.3,1734.3
2019-05-05 05:41:46,buy,5778.2,0.05,288.91
2019-05-05 05:43:46,buy,5780.01,0.001,5.78001
2019-05-05 05:43:56,buy,5780.01,0.0003,1.734003
2019-05-05 05:44:07,buy,5780.01,0.0009,5.202009
2019-05-05 05:44:20,sell,5780.03,0.0004,2.312012
2019-05-05 05:44:25,sell,5780.03,0.0004,2.312012
2019-05-05 05:44:36,sell,5780.03,0.0035,20.230105
2019-05-05 05:45:12,buy,5780.01,0.0002,1.156002
2019-05-05 05:45:18,buy,5780.01,0.009,52.02009
2019-05-05 05:45:18,buy,5775,0.0356,205.59
2019-05-05 05:46:42,sell,5779.95,0.1029,594.756855
2019-05-05 05:46:44,buy,5775,0.0006,3.465
2019-05-05 05:46:46,buy,5775,0.3137,1811.6175
2019-05-05 05:47:49,buy,5775,0.0001,0.5775
2019-05-05 05:47:49,buy,5774,0.1284,741.3816
2019-05-05 05:47:49,buy,5774,0.2299,1327.4426
2019-05-05 05:48:04,buy,5774,0.0001,0.5774
2019-05-05 05:48:46,sell,5776.26,0.0508,293.434008
2019-05-05 05:49:04,buy,5761.98,0.0094,54.162612
2019-05-05 05:49:04,buy,5761.97,0.0048,27.657456
2019-05-05 05:50:46,buy,5762.88,0.086,495.60768
2019-05-05 05:51:00,buy,5762.9,0.3,1728.87
2019-05-05 05:51:00,buy,5762.89,0.05,288.1445
2019-05-05 05:51:00,buy,5762.88,0.65,3745.872
2019-05-05 05:51:44,buy,5762.97,0.1528,880.581816
2019-05-05 05:51:44,buy,5762.94,0.2679,1543.891626
2019-05-05 05:52:49,sell,5765.6,0.0016,9.22496
2019-05-05 05:52:49,sell,5768.53,0.127,732.60331
2019-05-05 05:54:13,sell,5772.79,0.0023,13.277417
2019-05-05 05:55:43,buy,5763,0.2621,1510.4823
2019-05-05 05:55:47,buy,5762.35,0.0613,353.232055
2019-05-05 05:58:05,buy,5762.37,0.0133,76.639521
2019-05-05 05:58:12,buy,5762.37,0.001,5.76237
2019-05-05 05:58:12,buy,5762.36,0.012,69.14832
2019-05-05 05:58:12,buy,5762.35,0.0387,223.002945
2019-05-05 05:58:12,buy,5762.35,0.0771,444.277185
2019-05-05 05:58:12,buy,5762.35,0.1712,986.51432
2019-05-05 05:58:12,buy,5762.35,0.084,484.0374
2019-05-05 05:58:12,buy,5760.38,0.1,576.038
2019-05-05 05:58:12,buy,5755.86,0.003,17.26758
2019-05-05 05:58:12,buy,5755.78,0.0207,119.144646
2019-05-05 05:58:12,buy,5752.39,0.0721,414.747319
2019-05-05 05:58:12,buy,5750.36,0.0202,116.157272
2019-05-05 05:59:16,sell,5758.19,0.0017,9.788923
2019-05-05 06:00:00,sell,5766.13,0.0026,14.991938
2019-05-05 06:00:18,sell,5766.13,0.0062,35.750006
2019-05-05 06:02:05,sell,5760.17,0.0013,7.488221
2019-05-05 06:04:02,sell,5766,0.2541,1465.1406
2019-05-05 06:04:08,sell,5766,0.2542,1465.7172
2019-05-05 06:04:27,buy,5765.99,0.0008,4.612792
2019-05-05 06:04:29,buy,5765.99,0.0062,35.749138
2019-05-05 06:05:28,sell,5765.99,0.0061,35.172539
